Jan  4 2017 05:43:50.742379000 UTC,1483508630,103,80.66.7.168,server-19000002.example.int,0x00000001,1,0,0x00001775,3.3654405316754145E-6,2005633
Jan  4 2017 05:56:43.691760000 UTC,1483509403,103,12.166.3.180,server-19000002.example.int,0x00000001,1,0,0x0000177f,3.445292086013457E-6,2051836
Jan  4 2017 05:56:48.719449000 UTC,1483509408,103,12.166.3.180,server-19000002.example.int,0x00000001,1,0,0x0000177f,3.445292086013457E-6,2051838
Jan  4 2017 04:15:11.493722000 UTC,1483503311,103,213.184.0.5,server-86140096.example.int,0x00000001,1,0,0x00001778,3.452180785659863E-6,2055708
Jan  4 2017 04:15:17.183907000 UTC,1483503317,103,213.184.0.5,server-86140096.example.int,0x00000001,1,0,0x00001778,3.452180785659863E-6,2055710
Jan  4 2017 04:15:22.323184000 UTC,1483503322,103,213.184.0.5,server-86140096.example.int,0x00000001,1,0,0x00001778,3.452180785659863E-6,2055711
Jan  4 2017 02:16:49.748908000 UTC,1483496209,103,12.166.3.30,server-86140096.example.int,0x00000001,1,0,0x00001786,3.7633185639541163E-6,2246218
Jan  4 2017 05:21:29.976559000 UTC,1483507289,103,122.52.24.11,server-86140096.example.int,0x00000001,1,0,0x00001784,3.93837922517193E-6,2351810
Jan  4 2017 03:55:42.738419000 UTC,1483502142,103,12.166.3.106,server-19000002.example.int,0x00000001,1,0,0x00001786,3.99123645848551E-6,2384053
Jan  4 2017 05:37:03.535017000 UTC,1483508223,103,80.66.4.53,server-86140096.example.int,0x00000001,1,0,0x00001779,4.167647623245596E-6,2494958
Jan  4 2017 05:35:22.218814000 UTC,1483508122,103,80.66.4.53,server-86140096.example.int,0x00000001,1,0,0x00001779,4.167647623245596E-6,2494962
Jan  4 2017 05:50:58.697403000 UTC,1483509058,103,80.66.6.129,server-86140096.example.int,0x00000001,1,0,0x00001781,6.155253041026655E-6,3675473
Jan  4 2017 04:33:35.705660000 UTC,1483504415,103,80.66.3.237,server-86140096.example.int,0x00000001,1,0,0x00001785,6.2853348438020666E-6,3748510
